"Date"	"Date"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"
"Day"	"DOW"	"Hotel"	"On-The-Books"	"Physical Occupancy %"	"Capacity"	"On-The-Books"	"Room ADR"
"2023-05-30"	"Tu"	"Welcome Hotel Dorf Munsterland"	25	"19.08%"	131	25	61.37
"2023-05-30"	"Tu"	"Welcome Hotel Neckarsulm"	70	"43.21%"	162	70	120.72
"2023-05-30"	"Tu"	"Welcome Parkhotel Euskirchen"	53	"57.61%"	92	53	129.95
"2023-05-30"	"Tu"	"All"	872	"49.49%"	1762	872	104.28
"2023-05-31"	"We"	"Welcome Hotel Darmstadt"	176	"84.62%"	208	176	123.11
"2023-05-31"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	121	"69.94%"	173	121	89.91
"2023-05-31"	"We"	"Welcome Residenzschloss Bamberg"	58	"31.52%"	184	58	120.05
"2023-05-31"	"We"	"Welcome Kongresshotel Bamberg"	45	"26.32%"	171	45	94.14
"2023-05-31"	"We"	"Welcome Hotel Marburg"	113	"75.33%"	150	113	110.84
"2023-05-31"	"We"	"Welcome Hotel Paderborn"	101	"66.01%"	153	101	93.59
"2023-05-31"	"We"	"Welcome Hotel Bad Arolsen"	90	"75.63%"	119	90	104.23
"2023-05-31"	"We"	"Welcome Hotel Meschede / Hennesee"	97	"83.62%"	116	97	103.27
"2023-05-31"	"We"	"Welcome Hotel Wesel"	80	"77.67%"	103	80	103.21
"2023-05-31"	"We"	"Welcome Hotel Dorf Munsterland"	34	"25.95%"	131	34	65.32
"2023-05-31"	"We"	"Welcome Hotel Neckarsulm"	104	"64.20%"	162	104	121.16
"2023-05-31"	"We"	"Welcome Parkhotel Euskirchen"	66	"71.74%"	92	66	116.28
"2023-05-31"	"We"	"All"	1085	"61.58%"	1762	1085	106.80
"2023-06-01"	"Th"	"Welcome Hotel Darmstadt"	196	"94.23%"	208	196	115.08
"2023-06-01"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	65	"37.57%"	173	65	87.58
"2023-06-01"	"Th"	"Welcome Residenzschloss Bamberg"	81	"44.02%"	184	81	123.11
"2023-06-01"	"Th"	"Welcome Kongresshotel Bamberg"	68	"39.77%"	171	68	98.39
"2023-06-01"	"Th"	"Welcome Hotel Marburg"	83	"55.33%"	150	83	108.87
"2023-06-01"	"Th"	"Welcome Hotel Paderborn"	139	"90.85%"	153	139	97.95
"2023-06-01"	"Th"	"Welcome Hotel Bad Arolsen"	77	"64.71%"	119	77	102.03
"2023-06-01"	"Th"	"Welcome Hotel Meschede / Hennesee"	116	"100.00%"	116	116	105.20
"2023-06-01"	"Th"	"Welcome Hotel Wesel"	58	"56.31%"	103	58	99.12
"2023-06-01"	"Th"	"Welcome Hotel Dorf Munsterland"	27	"20.61%"	131	27	83.04
"2023-06-01"	"Th"	"Welcome Hotel Neckarsulm"	82	"50.62%"	162	82	125.35
"2023-06-01"	"Th"	"Welcome Parkhotel Euskirchen"	42	"45.65%"	92	42	122.18
"2023-06-01"	"Th"	"All"	1034	"58.68%"	1762	1034	107.37
"2023-06-02"	"Fr"	"Welcome Hotel Darmstadt"	158	"75.96%"	208	158	105.06
"2023-06-02"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	90	"52.02%"	173	90	57.77
"2023-06-02"	"Fr"	"Welcome Residenzschloss Bamberg"	168	"91.30%"	184	168	159.83
"2023-06-02"	"Fr"	"Welcome Kongresshotel Bamberg"	148	"86.55%"	171	148	126.13
"2023-06-02"	"Fr"	"Welcome Hotel Marburg"	120	"80.00%"	150	120	130.99
"2023-06-02"	"Fr"	"Welcome Hotel Paderborn"	106	"69.28%"	153	106	110.60
"2023-06-02"	"Fr"	"Welcome Hotel Bad Arolsen"	108	"90.76%"	119	108	116.79
"2023-06-02"	"Fr"	"Welcome Hotel Meschede / Hennesee"	43	"37.07%"	116	43	106.68
"2023-06-02"	"Fr"	"Welcome Hotel Wesel"	74	"71.84%"	103	74	119.14
"2023-06-02"	"Fr"	"Welcome Hotel Dorf Munsterland"	60	"45.80%"	131	60	133.02
"2023-06-02"	"Fr"	"Welcome Hotel Neckarsulm"	40	"24.69%"	162	40	92.24
"2023-06-02"	"Fr"	"Welcome Parkhotel Euskirchen"	30	"32.61%"	92	30	136.06
"2023-06-02"	"Fr"	"All"	1145	"64.98%"	1762	1145	119.24
"2023-06-03"	"Sa"	"Welcome Hotel Darmstadt"	185	"88.94%"	208	185	105.95
"2023-06-03"	"Sa"	"Best Western Plus Welcome Hotel Frankfurt"	104	"60.12%"	173	104	64.09
"2023-06-03"	"Sa"	"Welcome Residenzschloss Bamberg"	180	"97.83%"	184	180	162.63
"2023-06-03"	"Sa"	"Welcome Kongresshotel Bamberg"	166	"97.08%"	171	166	131.71
"2023-06-03"	"Sa"	"Welcome Hotel Marburg"	141	"94.00%"	150	141	137.88
"2023-06-03"	"Sa"	"Welcome Hotel Paderborn"	107	"69.93%"	153	107	99.16
"2023-06-03"	"Sa"	"Welcome Hotel Bad Arolsen"	117	"98.32%"	119	117	119.53
"2023-06-03"	"Sa"	"Welcome Hotel Meschede / Hennesee"	51	"43.97%"	116	51	112.61
"2023-06-03"	"Sa"	"Welcome Hotel Wesel"	98	"95.15%"	103	98	116.84
"2023-06-03"	"Sa"	"Welcome Hotel Dorf Munsterland"	130	"99.24%"	131	130	154.68
"2023-06-03"	"Sa"	"Welcome Hotel Neckarsulm"	55	"33.95%"	162	55	96.41
"2023-06-03"	"Sa"	"Welcome Parkhotel Euskirchen"	54	"58.70%"	92	54	131.21
"2023-06-03"	"Sa"	"All"	1388	"78.77%"	1762	1388	123.29
"2023-06-04"	"Su"	"Welcome Hotel Darmstadt"	56	"26.92%"	208	56	101.34
"2023-06-04"	"Su"	"Best Western Plus Welcome Hotel Frankfurt"	56	"32.37%"	173	56	66.08
"2023-06-04"	"Su"	"Welcome Residenzschloss Bamberg"	45	"24.46%"	184	45	102.01
"2023-06-04"	"Su"	"Welcome Kongresshotel Bamberg"	38	"22.22%"	171	38	92.11
"2023-06-04"	"Su"	"Welcome Hotel Marburg"	69	"46.00%"	150	69	110.80
"2023-06-04"	"Su"	"Welcome Hotel Paderborn"	39	"25.49%"	153	39	100.18
"2023-06-04"	"Su"	"Welcome Hotel Bad Arolsen"	42	"35.29%"	119	42	89.20
"2023-06-04"	"Su"	"Welcome Hotel Meschede / Hennesee"	23	"19.83%"	116	23	109.20
"2023-06-04"	"Su"	"Welcome Hotel Wesel"	36	"34.95%"	103	36	101.12
"2023-06-04"	"Su"	"Welcome Hotel Dorf Munsterland"	2	"1.53%"	131	2	53.51
"2023-06-04"	"Su"	"Welcome Hotel Neckarsulm"	43	"26.54%"	162	43	93.05
"2023-06-04"	"Su"	"Welcome Parkhotel Euskirchen"	26	"28.26%"	92	26	107.26
"2023-06-04"	"Su"	"All"	475	"26.96%"	1762	475	96.45
"2023-06-05"	"Mo"	"Welcome Hotel Darmstadt"	111	"53.37%"	208	111	103.15
"2023-06-05"	"Mo"	"Best Western Plus Welcome Hotel Frankfurt"	62	"35.84%"	173	62	84.25
"2023-06-05"	"Mo"	"Welcome Residenzschloss Bamberg"	115	"62.50%"	184	115	121.60
"2023-06-05"	"Mo"	"Welcome Kongresshotel Bamberg"	62	"36.26%"	171	62	102.56
"2023-06-05"	"Mo"	"Welcome Hotel Marburg"	115	"76.67%"	150	115	109.18
"2023-06-05"	"Mo"	"Welcome Hotel Paderborn"	44	"28.76%"	153	44	96.54
"2023-06-05"	"Mo"	"Welcome Hotel Bad Arolsen"	64	"53.78%"	119	64	87.67
"2023-06-05"	"Mo"	"Welcome Hotel Meschede / Hennesee"	41	"35.34%"	116	41	116.35
"2023-06-05"	"Mo"	"Welcome Hotel Wesel"	88	"85.44%"	103	88	117.35
"2023-06-05"	"Mo"	"Welcome Hotel Dorf Munsterland"	42	"32.06%"	131	42	65.21
"2023-06-05"	"Mo"	"Welcome Hotel Neckarsulm"	94	"58.02%"	162	94	124.30
"2023-06-05"	"Mo"	"Welcome Parkhotel Euskirchen"	61	"66.30%"	92	61	112.57
"2023-06-05"	"Mo"	"All"	899	"51.02%"	1762	899	106.58
"2023-06-06"	"Tu"	"Welcome Hotel Darmstadt"	143	"68.75%"	208	143	107.29
"2023-06-06"	"Tu"	"Best Western Plus Welcome Hotel Frankfurt"	106	"61.27%"	173	106	103.04
"2023-06-06"	"Tu"	"Welcome Residenzschloss Bamberg"	107	"58.15%"	184	107	128.21
"2023-06-06"	"Tu"	"Welcome Kongresshotel Bamberg"	86	"50.29%"	171	86	98.76
"2023-06-06"	"Tu"	"Welcome Hotel Marburg"	120	"80.00%"	150	120	112.41
"2023-06-06"	"Tu"	"Welcome Hotel Paderborn"	72	"47.06%"	153	72	103.37
"2023-06-06"	"Tu"	"Welcome Hotel Bad Arolsen"	58	"48.74%"	119	58	85.88
"2023-06-06"	"Tu"	"Welcome Hotel Meschede / Hennesee"	56	"48.28%"	116	56	86.31
"2023-06-06"	"Tu"	"Welcome Hotel Wesel"	87	"84.47%"	103	87	106.14
"2023-06-06"	"Tu"	"Welcome Hotel Dorf Munsterland"	36	"27.48%"	131	36	60.93
"2023-06-06"	"Tu"	"Welcome Hotel Neckarsulm"	53	"32.72%"	162	53	116.89
"2023-06-06"	"Tu"	"Welcome Parkhotel Euskirchen"	77	"83.70%"	92	77	108.70
"2023-06-06"	"Tu"	"All"	1001	"56.81%"	1762	1001	105.11
"2023-06-07"	"We"	"Welcome Hotel Darmstadt"	77	"37.02%"	208	77	125.15
"2023-06-07"	"We"	"Best Western Plus Welcome Hotel Frankfurt"	112	"64.74%"	173	112	219.16
"2023-06-07"	"We"	"Welcome Residenzschloss Bamberg"	106	"57.61%"	184	106	123.17
"2023-06-07"	"We"	"Welcome Kongresshotel Bamberg"	65	"38.01%"	171	65	109.01
"2023-06-07"	"We"	"Welcome Hotel Marburg"	63	"42.00%"	150	63	111.80
"2023-06-07"	"We"	"Welcome Hotel Paderborn"	25	"16.34%"	153	25	95.84
"2023-06-07"	"We"	"Welcome Hotel Bad Arolsen"	37	"31.09%"	119	37	85.04
"2023-06-07"	"We"	"Welcome Hotel Meschede / Hennesee"	37	"31.90%"	116	37	124.92
"2023-06-07"	"We"	"Welcome Hotel Wesel"	78	"75.73%"	103	78	104.92
"2023-06-07"	"We"	"Welcome Hotel Dorf Munsterland"	16	"12.21%"	131	16	71.93
"2023-06-07"	"We"	"Welcome Hotel Neckarsulm"	23	"14.20%"	162	23	105.70
"2023-06-07"	"We"	"Welcome Parkhotel Euskirchen"	37	"40.22%"	92	37	124.88
"2023-06-07"	"We"	"All"	676	"38.37%"	1762	676	130.06
"2023-06-08"	"Th"	"Welcome Hotel Darmstadt"	73	"35.10%"	208	73	101.93
"2023-06-08"	"Th"	"Best Western Plus Welcome Hotel Frankfurt"	126	"72.83%"	173	126	213.72
"2023-06-08"	"Th"	"Welcome Residenzschloss Bamberg"	166	"90.22%"	184	166	145.30
"2023-06-08"	"Th"	"Welcome Kongresshotel Bamberg"	157	"91.81%"	171	157	123.91
"2023-06-08"	"Th"	"Welcome Hotel Marburg"	102	"68.00%"	150	102	122.48
"2023-06-08"	"Th"	"Welcome Hotel Paderborn"	52	"33.99%"	153	52	87.03
"2023-06-08"	"Th"	"Welcome Hotel Bad Arolsen"	39	"32.77%"	119	39	107.34
"2023-06-08"	"Th"	"Welcome Hotel Meschede / Hennesee"	70	"60.34%"	116	70	97.86
"2023-06-08"	"Th"	"Welcome Hotel Wesel"	81	"78.64%"	103	81	103.17
"2023-06-08"	"Th"	"Welcome Hotel Dorf Munsterland"	38	"29.01%"	131	38	72.75
"2023-06-08"	"Th"	"Welcome Hotel Neckarsulm"	37	"22.84%"	162	37	85.61
"2023-06-08"	"Th"	"Welcome Parkhotel Euskirchen"	40	"43.48%"	92	40	111.24
"2023-06-08"	"Th"	"All"	981	"55.68%"	1762	981	127.15
"2023-06-09"	"Fr"	"Welcome Hotel Darmstadt"	112	"53.85%"	208	112	102.70
"2023-06-09"	"Fr"	"Best Western Plus Welcome Hotel Frankfurt"	126	"72.83%"	173	126	300.48
"2023-06-09"	"Fr"	"Welcome Residenzschloss Bamberg"	177	"96.20%"	184	177	155.35
"2023-06-09"	"Fr"	"Welcome Kongresshotel Bamberg"	168	"98.25%"	171	168	126.93
"2023-06-09"	"Fr"	"Welcome Hotel Marburg"	139	"92.67%"	150	139	115.27
"2023-06-09"	"Fr"	"Welcome Hotel Paderborn"	107	"69.93%"	153	107	95.60
"2023-06-09"	"Fr"	"Welcome Hotel Bad Arolsen"	56	"47.06%"	119	56	114.96
"2023-06-09"	"Fr"	"Welcome Hotel Meschede / Hennesee"	93	"80.17%"	116	93	98.55
"2023-06-09"	"Fr"	"Welcome Hotel Wesel"	94	"91.26%"	103	94	108.03
"2023-06-09"	"Fr"	"Welcome Hotel Dorf Munsterland"	64	"48.85%"	131	64	132.79
"2023-06-09"	"Fr"	"Welcome Hotel Neckarsulm"	36	"22.22%"	162	36	88.96
"2023-06-09"	"Fr"	"Welcome Parkhotel Euskirchen"	80	"86.96%"	92	80	132.53
"2023-06-09"	"Fr"	"All"	1252	"71.06%"	1762	1252	137.78
"2023-06-10"	"Sa"	"Welcome Hotel Darmstadt"	169	"81.25%"	208	169	103.78
